Unnamed: 0,source_id,row_index,segment_idx,akk,eng
702,,702,0,<gap> ma-na KÙ.BABBAR <gap> PUZUR₄-a-šur <gap> ma-na KÙ.BABBAR <gap> ṣí-li-IŠTAR <gap> iš-tù ḫa-mu-uš-tim ša ú-ra-a ù kur-ub-IŠTAR a-na ša-na-at i-ša-qal šu-ma i-na ma-lá u₄-me-šu lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb ITU.KAM ša ke-na-tim li-mu-um a-al-DU₁₀ DUMU sà-sà-tim ,"<gap> minas of silver <gap> Puzur-Aššur <gap> minas of silver Ṣill-Ištar owes; he will pay within 1 year reckoned from the week of Uraya and Kurub-Ištar. If he has not paid at the completion of his term, he will add interest in accordance with the rule of the colony. Month Ša-kēnātim, eponymy Ali-ṭāb son of Sassātum. "
703,,703,0,IGI PUZUR₄.IŠTAR DUMU a-šur-ma-lik IGI en-nam-a-šur DUMU ú-ta-a ,"Witnessed by Puzur-Ištar son of Aššur-malik, by Ennam-Aššur son of Utaya."
704,,704,0,0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er šu-ma-bi₄-a en-um-a-šur i-šu iš-tí KÙ.BABBAR a-nim uk-ta-al , Šum-abiya owes 0.5 mina of refined silver to Ennam-Aššur; he is being held in service with this silver. 
705,,705,0,IGI a-ta-dí-a DUMU en-na-nim IGI a-šur-ni-šu DUMU a-mu-ra-a <gap> ,"Witnessed by Atadiya son of Ennānum, by Aššur-nīšu son of Amuraya."
706,,706,0,IGI lu-lu,Witnessed by Lullu.
707,,707,0,IGI lá-qé-ep DUMU a-šùr-ma-lik IGI a-ba-ta-na-nim DUMU a-šur-{d}UTU-ši IGI en-na-nim DUMU am-ri-a,"Witnessed by Lā-qēp son of Aššur-malik, by Abatanānum son of Aššur-šamšī, by Ennānum son of Amriya."""
708,,708,0,IGI MAR.TU-ba-ni DUMU ma-na-na IGI ma-nu-ki-a-šur DUMU ší-mì-be-li IGI a-šur-ma-lik DUMU a-šur-ta-ak-lá-ku DUMU šu-{d}EN.LÍL,"Witnessed by Amurrum-bāni son of Manana, by Mannum-kī-Aššur son of Šime-bēli, by Aššur-malik son of Aššur-taklāku, (grand)son of Šu-Illil."
709,,709,0,ša 24 ma-na KÙ.BABBAR i-dí-a-bu-um a-na a-šùr-be-el-a-wa-tim ḫa-bu-lu šu-ku-bu-um me-ra-šu É-tí ša ša-lim-a-šùr wa-áš-bu ik-nu-uk-ma am-tám ù ÌR-dí ú-šé-ṣí-ma i-na a-mu-tim ša É a-lim{ki} ša-lim-a-šur i-sí-ú-ma iš-tí i-dí-a-šùr DUMU a-šùr-ma-lik ad-mu-ma a-na kà-ni-iš ú-šé-bi₄-lu-ni-ni qá-tám ša ša-lim-a-šur šu-ku-bu-um DUMU a-šùr-be-el-a-wa-tim a-na ḫu-bu-ul i-dí-a-bi-im il₅-qé-ma É-tí am-tám ù ÌR-dí-e a-na ša ki-ma ša-lim-a-šùr ú-wa-šé-er a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"Concerning the fact that Iddin-abum owes 24 minas of silver to Aššur-bēl-awātim: his son Šu-Kūbum has sealed the houses where Šalim-Aššur lives and taken out the maid and the slaves; but out of the iron that Šalim-Aššur claimed at the City Hall and invested in Iddin-Aššur son of Aššur-malik, and which they brought to Kanesh, Šu-Kūbum son of Aššur-bēl-awātim has taken Šalim-Aššur's share to cover Iddin-abum's debt, and he will release the houses, the maid and the slaves to Šalim-Aššur's representatives. The Kanesh colony has given us for these proceedings and we gave our testimony before the dagger of Aššur. "
710,,710,0,IGI a-ku-za IGI MAR.TU-ba-ni IGI lá-qé-pì-im ,"Witnessed by Akuza, by Amurrum-bāni, by Lā-qēpum."
711,,711,0,IGI a-na-aḫ-ì-lí DUMU PUZUR₄-a-na IGI a-du-du-wa DUMU en-na-ma-nim IGI en-na-sú-in DUMU i-tur₄-DINGIR IGI šu-a-nim DUMU šu-sú-in,"Witnessed by Anah-ilī son of Puzur-Anna, by Aduduwa son of Ennam-Anum, by Ennau-Suen son of Itūr-ilī, by Šu-Anum son of Šu-Suen."
712,,712,0,a-la-ḫu-um a-na i-na-sú-in iṣ-ba-at-ni-a-tí-ma ṭup-pá-am ša ku-nu-uk i-na-sú-in ša 20 ma-na KÙ.BABBAR a-la-ḫu-um a-na iṣ-mì-dí-lim i-ḫi-ib-lu i-na-sú-in ki-ma a-šur-ma-lik DUMU a-lá-ḫi-im um-me-a-ni-šu a-wa-tim ú-ga-me-ru-ma ša 20 ma-na KÙ.BABBAR ú ṣí-ba-tí-šu a-lá-ḫu-um a-na iṣ-mì-dí-lim i-ḫi-ib-lu šu-ma ma-ma-an a-na a-lá-ḫi-im i-tù-a-ar i-na-sú-in ki-ma a-šur-ma-lik um-me-a-ni-šu a-na KÙ.BABBAR ù ṣí-ba-tí-šu a-lá-ḫa-am ú-bu-bu-ú ṭup-pá-am ša ku-nu-uk i-na-sú-in ša a-lá-ḫa-am a-na KÙ.BABBAR ù ṣí-ba-tí-šu ú-bu-bu-ú a-lá-ḫu-um a-na i-na-sú-in i-dí-in-ma i-du-uk ù ṭup-pá-am ša 20 ma-na KÙ.BABBAR ú ṣí-ba-tí-šu a-lá-ḫu-um a-na iṣ-mì-dí-lim i-ḫi-ib-lu i-na-sú-in ṭup-pá-am a-na a-lá-ḫi-im i-dí-ma i-du-uk ,"Ali-ahum seized us against Enna-Suen, and concerning a tablet sealed by Enna-Suen stating that Ali-ahum owes 20 minas of silver to Iṣmid-ilum - that Enna-Suen settled the matter on behalf of his investor Aššur-malik son of Ali-ahum, so that with respect to the 20 minas of silver plus interest for which Ali-ahum was indebted to Iṣmid-ilum - if anyone raises claim against Ali-ahum, Enna-Suen will clear Ali-ahum for the silver and interest on behalf of his investor Aššur-malik. Ali-ahum gave a tablet sealed by Enna-Suen, stating that he will clear Ali-ahum for the silver and interest to Enna-Suen, and he has invalidated it; also, the tablet stating that Ali-ahum owes 20 minas of silver plus interest to Iṣmid-ilum - Enna-Suen gave (that) tablet to Ali-ahum and he has invalidated it. "
713,,713,0,IGI ṭá-bi₄-a-šur DUMU a-lá+lá-<gap> IGI du-um-qí-a DUMU a <gap> ,"Witnessed by Ṭāb-Aššur son of Al<gap>, by Dumqiya son of <gap> Concerning"
714,,714,0,ša-lim-a-šùr a-na me-er-e i-dí-a-bi₄-im iṣ-ba-at-ni-a-tí-ma um-ma ša-lim-a-šùr-ma a-na ṭup-pì-im ša a-lim{ki} ša ra-bi₄-ṣú-um ub-lá-ni ù ší-ma-tim mì-ma ta-tù-ra-nim ša 7 um-me-a-nu a-wa-tí-ni ig-mu-ru-ni um-ma me-er-ú i-dí-a-bi₄-im-ma <gap> ša-lá-áš-tù-ma šu-nu a-na mì-ma šu-um-šu lá ni-tù-ra-kum um-ma šu-be-lúm-ma a-na lu-qú-tim ša É a-šùr-be-el-a-wa-tim a-na-ku a-šé-e-kà um-ma a-ḫu-šu-ma né-nu ú-lá ni-tù-ra-kum um-ma ša-lim-a-šùr-ma ša ni-iš a-lim{ki} ta-mu-ú lu ú-kà-al ki-ma a-na a-wa-tim ga-am-ra-tim i-tù-ru um-ma šu-be-lúm-ma zu <gap> a-ḫe-e-a KÙ.BABBAR ù ṣí-ba-sú tù-ma-li um-ma ša-lim-a-šur-ma dí-ik-ma-am ù nu-ra-am ú-ma-li ,"Šalim-Aššur seized us in his case against the sons of Iddin-abum and Šalim-Aššur said: Do you contest the tablet from the City assembly that the attorney brought as well as the testament according to which 7 investors concluded our case?"" Iddin-abum's sons answered, all three of them: ""We do not contest anything against you."" Šu-Bēlum said: ""I sue you for the goods from Aššur-bēl-awātim's house."" His brothers said ""As for us, we have no claims against you."" Šalim-Aššur said ""Keep in mind what has been sworn by an oath by the City, since he (now) raises claim in a concluded case!"" Šu-Bēlum answered: ""Have you paid in full <gap> of my brothers, the silver and its interest?"" Šalim-Aššur said: ""I have paid in ashes(?) and light."" "
715,,715,0,IGI PUZUR₄.SA.TU IGI EN.LÍL-ba-ni IGI a-šùr-GAL ,"Witnessed by Puzur-šadu'e, by Illil-bāni, by Aššur-rabi."
716,,716,0,1 ma-na KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er <gap> DUMU ku-um-da-nim DAM.GÀR i-šu ,<gap> son of Kumdānum owes 1 mina of refined silver to the merchant. 
717,,717,0,IGI ga-<gap> IGI am-ri-a IGI a-ta-<gap> ,"Witnessed by Ga<gap>, by Amriya, by Ata<gap>"
718,,718,0,iš-tù ḫa-muš-tim ša ba-bi-lim ù na-ra-am-ZU 0.3333 ma-na LÁ 2 GÍN KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er PUZUR₄.IŠTAR DUMU šu-a-nim i-ri-šum i-šu , Reckoned from the week of Babilum and Narām-Sīn. Puzur-Ištar son of Šu-Anim owes 18 shekels of silver to Irišum. 
719,,719,0,IGI mu-šu-e-ni IGI a-ta-a ,"Witnessed by Mušueni, by Ataya."
720,,720,0,iš-tù ḫa-muš-tim ša a-šùr-i-mì-tí ù a-mur-IŠTAR 15 GÍN KÙ.BABBAR i-ṣé-er zu-ba e-ri-šum i-šu , Reckoned from the week of Aššur-imittī and Amur-Ištar. Zuba owes 15 shekels of silver to Irišum. 
721,,721,0,IGI RI-ma-ší DUMU šu-ku-bi-im IGI DINGIR-<gap> ku-lá-ni DUMU a-šùr-<gap> ,"Witnessed by Rimaši(?) son of Šu-Kūbum, by <gap> son of Aššur-<gap>."
722,,722,0,IGI šu-nu-nu IGI ba-ba-li <gap> i-ṣé-er ,"Witnessed by Šu-Nūnu, by Šu-Kūbum."
723,,723,0,a-bu-ša-lim DUMU <gap> i-ri-šum i-šu ITU.KAM qá-ra-a-tim <gap> bu-za-<gap> ," Abu-šalim owes <gap> to Irišum. Month Qarra'ātum, eponymy <gap> "
724,,724,0,IGI šu-nu-nu DUMU a-<gap> IGI zi-<gap> DUMU a-šùr-ni-šu,"Witnessed by Šu-Nūnu son of A<gap>, by Zi<gap> son of Aššur-nīšu."
725,,725,0,IGI {d}IŠKUR.ILLAT IGI ir-am-a-šùr DUMU ì-dí-ba-ni,"Witnessed by Adad-ellat, by Ir'am-Aššur, son of Idi-bāni."
726,,726,0,IGI a-šùr-ma-lik DUMU a-lá-ḫi-im IGI a-šùr-i-mì-tí DUMU i-ku-pí-IŠTAR IGI en-na-sú-in DUMU šu-IŠTAR,"Witnessed by Aššur-malik son of Ali-ahum, by Aššur-imittī son of Ikūn-pī-Ištar, by Enna-Suen son of Šu-Ištar."
727,,727,0,en-um-a-šùr a-na a-šùr-iš-tí-kál DUMU šu-a-nim iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šur-ma iš-tù ITU.1.KAM ša sá-ra-tim šu-ma a-dí ITU.5.KAM a-na kà-ni-iš lá ta-li-kam-ma a-wa-tám lá ta-dí-nam a-na 15 ma-na lu-la-im ù 2 DUG a-lá-ni ša i-na li-bi-kà a-bi i-šu-ú ba-lu-um dí-ni-im ṣa-al-tim ú ma-mì-tim ma-na-um 1 ma-na a-na lu-li-i-a ù a-lá-ni-a ta-ša-qá-lam um-ma a-šùr-iš-tí-kál-ma a-ša-qá-lá-kum ,"Ennam-Aššur seized us against Aššuriš-tikal son of Šu-Anum, and Ennam-Aššur said: If you have not come to Kanesh within 5 months, after the month Ša-sarrātim and answered me in court, then with respect to the 15 minas of antimony and 2 jars of acorns which you owe to my father, you must pay me mina for mina for my antimony and my acorns without a verdict, quarrel or oath."" Aššuriš-tikal answered: ""I shall pay you."" "
728,,728,0,IGI pí-lá-aḫ-IŠTAR DUMU ki-li-a IGI a-gu-a DUMU PUZUR₄-a-šur ,"Witnessed by Pilah-Ištar son of Kiliya, by Aguwa son of Puzur-Aššur."
729,,729,0,a-ḫa-ma a-na ri-ik-sí-im ša šu-lá-ba-an i-na bu-ru-uš-ḫa-dim IGI {d}IM-ba-ni DUMU kà-na-ni IGI šu-ku-bi₄-im ip-qí-da-ni i-na ú-lá-ma IGI ma-nu-um-ba-lu-a-šùr DUMU e-na-ma-nim ù IGI pí-lá-aḫ-IŠTAR šu-lá-ba-an iṣ-ba-tí-ma um-ma šu-ut-ma ri-ik-sà-am ša áp-qí-da-ku-ni a-šu-ku-bi-im dí-in a-ḫa-ma ṭup-pá-am ḫa-ar-ma-am ša 50 ma-na URUDU SIG₅ ša tám-kà-ri-im a-na en-na-nim DUMU a-bi-a áp-qí-id 50 ma-na URUDU ší-kam tám-kà-ri ú-ša-da-an ú-šé-ba-lam IGI pí-," ""Further, with respect to the package that Šu-Laban entrusted to me in Burušhaddum before the witnesses Adad-bāni son of Kanani and Šu-Kūbum, Šu-Laban seized me in Ulama before the witnesses Mannum-balum-Aššur son of Ennam-Anum and Pilah-Ištar, and he said: 'Give the package that I entrusted to you to Šu-Kūbum.' Further, I entrusted a certified tablet concerning 50 minas of good copper belonging to the merchant to Ennānum son of Abiya; he will make my merchant pay 50 minas of -copper and send it to me."" Witnessed by Pilah-Ištar, by Amur-Aššur."""
730,,730,0,IGI a-mur-a-šùr DUMU iš-me-lim a-wi-lu a-ni-ú-tum da-a-nu,"Witnessed by Āmur-Aššur, son of Išme-ilum."
731,,731,0,en-nam-a-šùr DUMU šu-{d}EN.LÍL a-na la-qé-ep ù en-nam-a-šùr DUMU šu-be-lim iṣ-ba-at-ni-a-tí-ma um-ma en-nam-a-šùr-ma 4.5 ma-na 5.3333 GÍN KÙ.BABBAR ki-ma i-tur₄-DINGIR tal-qé-a um-ma la-qé-ep ù en-nam-a-šùr-ma ke-na i-na ḫa-mu-uš-tim ša PUZUR₄.IŠTAR DUMU šu-lá-áb-ra-at KÙ.BABBAR ni-il₅-qé KÙ.BABBAR eq-lam a-šu-mì en-nam-a-šùr DUMU šu-{d}EN.LÍL e-tí-iq ù a-na bi-it-qá-tim en-nam-a-šùr DUMU šu-{d}EN.LÍL i-za-az um-ma en-nam-a-šùr-ma DUMU šu-{d}EN.LÍL-ma ṭup-pá-am ša ḫu-bu-li ša i-tur₄-DINGIR ú kà-ku-a ma-nu-um i-da-nam um-ma la-qé-ep-ma a-na-ku a-da-na-kum um-ma la-qé-ep-ma a-na en-nam-a-šùr DUMU šu-{d}EN.LÍL-ma KÙ.BABBAR ša-bu-a-tí 2 ṭup-pé-e ḫa-ar-me-en ša ḫu-bu-lim a-šùr-DU₁₀ a-ḫi-a tù-kà-al lu ku-a-um lu ša DUMU kà-ri-a ma-nu-um lu i-da-nam um-ma en-nam-a-šùr DUMU šu-{d}EN.LÍL a-na-ku a-da-na-kum ,"Ennam-Aššur son of Šu-Illil seized us against Lā-qēp and Ennam-Aššur son of Šu-Bēlum, and Ennam-Aššur said: Have you taken 4.5 minas 5.3333 shekels of silver on behalf of Itūr-ilī?"" Lā-qēp and Ennam-Aššur answered: ""Yes, we took the silver in the week of Puzur-Ištar son of Šu-Ilabrat. The silver goes overland (to Assur) in the name of Ennam-Aššur son of Šu-Illil, and Ennam-Aššur son of Šu-Illil answers for (possible) shortfalls."" Ennam-Aššur son of Šu-Illil said: ""And the tablet concerning the debt to Itūr-ilī and Kakkuwa, who will give me that?"" Lā-qēp answered: ""I shall personally give it to you."" Lā-qēp (further) said to Ennam-Aššur son of Šu-Ilil: ""You have been paid the silver. You have in your possession 2 certified tablets concerning the debt of my brother Aššur-ṭāb. Yours as well as that of Karriya's son, who will give that to me?"" Ennam-Aššur son of Šu-Illil answered: ""I shall personally give it to you."" "
732,,732,0,IGI a-la-bi-im DUMU sú-li-a IGI ki-li-a DUMU en-na-nim ,"Witnessed by Ali-abum son of Suliya, by Kiliya son of Ennānum. The Durhumit"
733,,733,0,15 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu kàr-wa-a a-na um-mì-a-ni-a ú-bi-il₅ ,"15 minas of silver, its excise added, his transport fee paid, Karwāya brought to my investors, "
734,,734,0,IGI a-ni-ni-im DUMU šu-ḫu-bur IGI a-šùr-iš-tí-kál DUMU a-šur-SIPA ,"witnessed by Anīnum, son of Šu-hubur, by Aššuriš-tikal, son of Aššur-rē'ī."
735,,735,0,IGI IŠTAR-ba-ni IGI ší-ma-ta-nim IGI zu-NI-a ,"Witnessed by Ištar-bāni, by Šimatānum, by Zul-niya;"
736,,736,0,IGI ba-ba-zu-a IGI DU₁₀-ṣí-lá-a-šur IGI šu-IŠTAR,"Witnessed by Babazua, by Ṭāb-ṣill-Aššur, by Šu-Ištar."
