Unnamed: 0,source_id,row_index,segment_idx,akk,eng
1363,,1366,0,ki-ma nu-ùḫ-ša-tim ú en-um-a-šùr i-<gap> ù PUZUR₄.IŠTAR uš-bu ki-ma a-mur-a-šùr šu-ḫu-bur ù {d}IM-<gap> uš-bu a-wi-lu a-ni-ú-tum a tí-ir-tí am-tim ša a-mur-a-šur a-wa-tim ú-ga-me-ru-ma iš-tù ḫa-muš-tim ša a-šùr-i-mì-tí a-na 6 ITU.KAM a-na a-mur-a-šur i-ša-pu-ru-ma a-dí tí-ir-tum ša a-mur-a-šur i-ba-lá-kà-ta-ni a-lá-an 6 GÍN KÙ.BABBAR mì-ma ša-ni-am lá e-zi-ib,"On behalf of Nuhšātum and Ennam-Aššur, I <gap> and Puzur-Ištar sat down; on behalf of Amur-Aššur, Šu-Hubur and Adad-<gap> sat down. These men concluded the matter of Amur-Aššur's maid, so that they will write to Amur-Aššur within 6 months after the week of Aššur-imittī, and until Amur-Aššur's answer is sent across, he will leave nothing else apart from 6 shekels of silver."
1364,,1367,0,i-nu-mì ša-ap-li i ḫa-muš-tim 1.25 GÍN a-na UDU 0.6666 GÍN 15 ŠE a-na 3 bi₄-il₅-té-en 0.3333 GÍN 15 ŠE a-na um-zi-im 1.6666 GÍN a-na Ì.NUN 2.5 GÍN a-na UDU i-nu-mì li-ma-ni 1.5 GÍN a-na pá-šu-ri ù ḫa-ša-le 22.5 ŠE a kà-ni-im ša IGI ku-ṣí-im 1.5 GÍN a-na e-ṣé ša ni-ib-sí-im 2.6666 GÍN a-na-ru-uq ŠE-im 2 GÍN a-na 2 DUG GIG i-wa-li-ba-ni-ma 0.3333 GÍN 15 ŠE a-na 3 bi₄-lá-tim e-ṣí ša-qí-il₅ 1.5 GÍN a-na 4 ki-ra-tim áš-qúl 2 DUG GIG 2.1666 GÍN 2 DUG ŠE-um 2.3333 GÍN ša-qí-il₅ i ḫa-muš-tim áš-qúl 2.3333 GÍN a-na-ru-uq ŠE-im áš-qúl 2 DUG GIG 2.3333 GÍN áš-qúl 1.3333 GÍN 15 ŠE a-na 3 bi₄-lá-tim áš-qúl 0.3333 GÍN a ni-qí ša ú-ṭí-tim e-pu-šu 0.5 GÍN a qá-nu-e i-wa-li-ba-ni áš-qúl 0.5 na-ru-uq ŠE-am 2.3333 GÍN áš-qúl 3 DUG GIG 3.5 GÍN áš-qúl 1.3333 GÍN a-na UDU 1.5 GÍN e-ṣí ša ni-ib-sí-im i ša pár-kà 0.1666 GÍN a-ni-ib-ší-im,During the bottom end of the week-eponymy 1 1 / 4 shekel for a sheep; 3 / 4 shekel for 3 double loads <of firewood>; 5 / 12 shekel for dried meat; 1.6666 shekel for butter; 2.5 shekels for a sheep at the time of our eponymy; 1.5 shekel for tables and <gap>; 22.5 grains for a pot-stand? which is in front of the chair; 1.5 shekel for wood of the <gap>; 2.6666 shekels for a sack of barley; 2 shekels for two jars of wheat also in Walibani; 5 / 12 shekels paid for 3 loads of firewood; 1.5 shekel I paid for 4 jars of beer; (for) 2 jars of wheat 2.1666 shekels; (for) 2 jars of barley 2.3333 shekels was paid; I paid (it) during the week-eponymy. I paid 2.3333 shekels for a sack of barley; (for) 2 jars of wheat I paid 2.3333 shekels; I paid 1 shekel 75 grains for 3 loads; 0.3333 shekel for the grain offering that I made; 0.5 shekel I paid for reed in Walibani; (for) 0.5 sack of barley I paid 2.3333 shekels; for 3 jars of wheat I paid 3.5 shekels; 1.3333? shekel for a sheep; 1.5 shekel for firewood of <gap> during the festival of Parka; 1 / 6 shekel for <gap>
1365,,1368,0,a-na a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pí-a-šur-ma ša 3 GÍN KÙ.BABBAR sà-ḫe-er-tám sí-pá-ra-tim me-at ší-na-<gap> ku-<gap> lu-ub-lam <gap>-nu-<gap> i ḫa-ḫi-im ra da <gap> a be-et,"To Ali-ahum from Damiq-pī-Aššur: Small goods worth 3 shekels of silver, bronze pins, 100 <gap> send to me. The servant of the s. of Kasiya should bring it. On the day that <gap> in hahhum <gap>"
1366,,1369,0,a-na ku-zi-zi-a a-lá-ḫi-im <gap>-ni-im ù ša-at-a-na qí-bi₄-ma um-ma ma-ma-ḫi-ir-ma 6.5 GÚ URUDU SIG₅ be-li-a DUMU DINGIR-kur-ub ša tí-iš-mur-na ḫa-bu-lam ṭup-pè-a pè-té-a-ma ṭup-pu-šu šé-li-a-ma a-ma-kam URUDU ù ṣí-ba-sú ša-áš-qí-il₅-šu ù a-ḫa-ma 25 ma-na URUDU SIG₅ ší-im ANŠE šu-ut-ma ḫa-bu-lam iš-tù u₄-mì-im ša ṭup-pá-am al-pu-tù-ni a-na <gap> ITU.KAM i-ša-qal šu-ma lá iš-qú-ul a-na ṣí-ib-tim ki-ma a-wa-at kà-ri-im i-lá-ak-šu-um ṣa-áb-ta-šu-ma URUDU ù ṣí-ba-sú ša-áš-qí-lá-šu a-dí tí-ir-tí i-lá-kà-ni URUDU É iš-tí-in i ba-ri-ku-nu ku-un-kà-ma li-bi₄-ší šu-ma <gap> a ṣí-ib-tim ú-ša-ḫa-at-ku-nu ú-lá 20 ú-lá 30 TÚG ku-ta-ni dí-na-šu-ma lig-mì-lá-ni ù URUDU a-na TÚG li-iš-qú-lam i-na {d}UTU-ši ṭup-pá-am ú-lá-pì-ta-ku-nu-tí-ni a-na wa-aḫ-šu-ša-na a-ta-lá-ak ki-ma ṭup-pí ta-áš-me-a-ni <gap> šu <gap> i <gap> li-li-kam 1 GÍN KÙ.BABBAR a-mur-a-šur a-ḫu-ni na-áš-a-ku-nu-tí šu-,"To Kuziziya, Ali-ahum, <gap>num and Šāt-Anna from Man-mahir: Bēliya son of Ilī-kurub from Tišmurna owes me 6.5 talents of good copper. Open for my tablets, produce his tablet and have him pay the copper and its interest there. Also, he furthermore owes me 25 minas of good copper, the price of a donkey. He is to pay within <gap> months from the day I wrote the tablet. If he has not paid (in time), interest will accrue for him in accordance with the rules of the colony. Seize him and have him pay the copper and its interest. Until my instructions arrive, seal it in a house belonging to one of you and let it remain there. If he clears you for the interest, then give him either 20 or 30 -textiles and let him do me a favour and so let him pay the copper for the textiles. The very day I wrote the letter to you I left for Wahšušana. When you have heard the letter <gap> should come here. Amur Aššur our colleague brings you 1 shekel of silver. Buy boots <gap> of good quality. "
1367,,1370,0,ILLAT šu-nu-nu i-na za-al-pá ni-kà-sí i-sí-ú-ma 7 ma-na 3 GÍN KÙ.BABBAR ni-pí-il-tí <gap> a-šu-mì <gap> ša <gap> ku-<gap> ILLAT <gap> DUMU <gap> ú-ša-<gap> a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ṭup-pá-am ni-dí-in IGI dan-a-šur DUMU ša-lim-a-ḫi-im IGI pí-lá-aḫ-a-šur bi-lu-um IGI šu-IŠTAR DUMU da-da-nim,"Šu-Nūnu's caravan settled accounts in Zalpa, and 7 minas 3 shekels of silver, the balance <gap>"
1368,,1371,0,2.5 ma-na URUDU SIG₅ lu ša ša-da-ag-dí ù-me-ša a-ni pá-na-kà <gap>-ší-ni-a <gap> a-dí-in,"2.5 minas of good copper, her terms were from last year, now Panaka <gap> has received it."
1369,,1372,0,um-ma i-dí-sú-in-ma a-na en-na-sú-in qí-bi₄-ma ṣú-ḫa-ṣú-ra-am ga-lá-ba-am ḫa-dí-a-šu <gap>-ra-de₈-am dí-šu-ma <gap> li-qí KÙ.BABBAR ku-šu-ud 3 ku-ta-ni ù TÚG a-bar-ni-am ša ta-ak-lu-ú a-na ḫa-dí-a-šu dí-in-ma lu-ub-lam a-dí a-ma-kam wa-áš-ba-tí-ni sí-ku-šu kà-il₅ šu-ma lá i-lá-kam kam,"Thus Iddin-Suen, say to Ennam-Suen: The boy who is a barber Hadiaššu is leading to you. Sell him and collect ?, (and so) obtain silver. The 3 -textiles and the Abarnian one that you held back, give them to Hadiaššu to bring them to me. As long as you stay there you must hold him by his hem. If he does not come <gap>"""""
1370,,1373,0,um-ma la-ma-sí-ma a-na a-la-ḫi-im qí-bi₄-ma mì-šu ša iš-tù ra-bi₄-ṣú-um i-li-kà-ni-ma ú ṭup-pì ta-áš-ta-na-pá-ra-ni-ma ù a-dí u₄-mì-im a-nim la ta-la-kà-ni-ma a-wa-at É a-bi₄-kà la ta-la-kà-šu-du-ma ù É a-bi₄-ku-nu la tù-za-kà-a-ni-ma <gap> i-na u₄-mì-im ša <gap> ṭup-pì ta-ša-me-ú tí-ib-a-nim-ma al-kà-nim-ma É a-bi₄-ku-nu za-ki-a-ma ù a-tù-nu a ra-ma-ku-nu za-ki-a-ma KÙ.BABBAR ša É a-lim{ki} lá i-ma-id tí-ib-a-nim-ma a-tal-kà-nim 10 GÍN KÙ.BABBAR <gap>-kà a-šùr-ták-lá-ku <gap>,"From Lamassī to Ali-ahum: Why is it that since the attorney arrived and indeed that you keep sending me letters, yet until this day you do not come, to organise the affairs of your father's house and so do not clear your father's house, and <gap> the very day you hear my letter you (plur.) must set out and come and clear your father's house - so that you yourselves may then clear yourselves and the debt in silver to the City Hall does not grow large. Set out and come! 10 shekels of silver <gap> Aššur-taklāka <gap>"
1371,,1374,0,a-na a-mu-ur-ša-ra-sà ù pé-ru-wa qí-bí-ma um-ma IŠTAR-pí-la-aḫ-ma a-na pé-ru-wa qí-bí-ma ṭup-pá-am ša tám-kà-ri-im ša i-na ḫu-ra-ma a-dí-na-ku-ni šu-ma KÙ.BABBAR iš-tí tám-kà-ri-im ta-al-qé KÙ.BABBAR a-na a-mu-ur-ša-ra-sà dí-in šu-ma KÙ.BABBAR lá ta-al-qé ṭup-pá-am ša tám-kà-ri-im ḫa-ar-ma-am a-na a-mu-ur-ša-ra-sà dí-in a-dí ma-lá ú ší-ni-šu áš-pu-ra-ku-ma ṭup-pá-am lá ta-dí-in a-ḫi a-ta gi₅-mì-lá-am i-na ṣé-ri-a šu-ku-un,"To Amur-šarrassa and Peruwa from Ištar-pilah; to Peruwa: As to the tablet of the merchant that I gave you in hurrama, if you have received the silver from the merchant, then give it to Amur-šarrassa. If you have not received the silver, then give the certified tablet of the merchant to Amur-šarrassa. I have written you once or twice but you have not given me a reply. My dear brother, do me a favour!"
1372,,1375,0,a-na a-šur-ni-im-ri ù a-lá-ḫi-im DINGIR-ba-ni qí-bi-ma um-ma šu-zu-zu-ma a-ma-kam ṭup-pí-a pé-té-a-ma ṭup-pá-am ša 40 ma-na KÙ.BABBAR ù ša-ni-am ṭup-pá-am ša 20 ma-na KÙ.BABBAR ša ḫu-bu-li DINGIR-ba-ni dí-na-šu-um ù ṭup-pé-e ša ku-nu-ki-a ša ú-kà-lu li-dí-na-ku-nu-tí a-dí ṭup-pé-e ša ku-nu-ki-a ša ṭup-pu-šu ša e-li-ú-ni sá-ru-ni i-da-na-ku-nu-tí-ni ṭup-pu-šu lá tù-ša-ra-šu-um ṭup-pè-e ša ku-nu-ki-a ša i-da-na-ku-nu-tí-ni ki-lá-šu-nu-ma i li-bi₄ ṭup-pì-a šu-uk-na,"To Aššur-nimrī and Ali-ahum (and) Ilī-bāni from Šu-Zuzu: Open for my tablets there and give to Ilī-bāni a tablet concerning 40 minas of silver plus a second tablet concerning 20 minas of silver, the debt of Ilī-bāni. Also, let him give you the tablets with my seal that he holds. Until he gives you the tablets with my seal, stating that any tablet of his that may appear is invalid, you must not release his tablet to him. Keep the tablets with my seal that he gives to you and put them among my other tablets. "
1373,,1376,0,um-ma lá-ma-sí-ma a-na en-nam-a-šur ú a-lá-ḫi-im qí-bi₄-ma a-bu-ni-i i-mu-ut <gap>-ma mu-ut en-na-a-šur <gap>-ma-lik <gap>,From Lamassī to Ennam-Aššur and Ali-ahum: Our father has died. <gap> the death of Ennam-Aššur <gap>-malik <gap>
1374,,1377,0,a-na e-lá-ma qí-bi-ma um-ma a-šùr-i-mì-tí-ma 5 ma-na KÙ.BABBAR ku-nu-ki-kà bu-ur-sú-in ub-lam-ma a-na-ku ù a-šur-na-da nu-sà-ni-iq-ma 2 GÍN KÙ.BABBAR im-ṭí 3 ma-na KÙ.BABBAR a-na SÍG.ḪI A ša É kà-ri-im ni-iš-qú-ul ša ILLAT-at i-na-a ú šu-nu-nu a-na 10 TÚG.TA bi-it-qá-tum i-bi-ší-a-ma 0.3333 ma-na KÙ.BABBAR i-na É kà-ri-im lá ni-ta-dí-ma 0.6666 ma-na KÙ.BABBAR i-na KÙ.BABBAR-pì-kà áš-qúl 2 ma-na 6 GÍN KÙ.BABBAR a-na 6 ANŠE <gap> ni-iš-qú-ul 12 GÍN KÙ.BABBAR ší-im KÙ.BABBAR-pí-kà i-na li-bi-a i-ba-ší i-na-NA₄.GÌN-za-ku-nu ša ub-lu-ni-ni 0.8333 ma-na 3 GÍN a-na iš-ra-tim il₅-qé-ú 0.5 ma-na 2 GÍN a-na ší-mì-im a-na ša-na-ú-um il₅-qé-ú ší-im ḫu-sà-ri-ku-nu ku-nu-ki-ni bu-ur-sú-in na-áš-a-ku-um i-na šál-ša-tí ša ILLAT i-na-a ú a-šùr-ta-ak-lá-ku <gap> ma-na 13 GÍN KÙ.BABBAR ta-lá-qé iš-té-en ṣú-ḫa-ra-am a-na lu-ḫu-sà-dí-a ṭur₄-da-ma e-ma-ra-am i-lá-qé-ú,"Say to Elamma, thus Aššur-imittī: 5 minas of silver under your seal Būr-Suen delivered and I myself and Aššur-nādā we checked it and it proved to be 2 shekels too little. We paid 3 minas of silver for wool of the colonial office. As for the caravan of Innāya and Šu-Nunu, there occurred deficits amounting to 10 textiles per (trader?), so that we could not deposit 0.3333 mina of the silver in the colonial office, but I paid 0.6666 mina of silver from your own silver. I paid 2 minas 6 shekels of silver for 6 donkeys. 12 shekels of silver, the price of your silver, is still due by me. Of your lapis lazuli, which they brought here, they took 53 shekels as tithe. 32 shekels (of lapis lazuli) they bought at a rate of 2 : 1. With the price of your lapis lazuli under our seal Būr-Suen is on his way to you. From the 'one third parts' of the caravan of Innāya and Aššur-taklāku you will receive <gap> minas 13 shekels of silver. Send one servant to Luhusaddiya and let them take the / a donkey."""
1375,,1378,0,a-na PÚZUR-a-na qí-bi-ma um-ma lá-ma-sí-ma ù aḫ-ba-áš-tí-ma a-na É a-lim{ki} ni-ta-na-lá-ak-ma lá ú-šu-ru-ni-a-tí ta-ak-ší-tum i-na a-lim{ki} lá-šu mì-šu-um lá ta-ša-ra-ni-a-tí lá tí-dí-e ki-ma i-na é-be-tim ra-qí-im té-zi-bu-ni-a-tí me-ra-lí 1 GÍN KÙ.BABBAR né-ri-šu-ma lá i-dí-ni-a-tí ku-lu-ni nu-ta-ni-iḫ-ma šál-ma-ni ú-ru-za-na-tim me-ra-lì ša ub-lá-ni lá i-mu-a ta-da-nam a-na ku-ṣí-im ni-mu-a-at iš-tí a-li-ki-im <gap> pá-né-e-em-ma a-šu-ur-ni-a-tí mì-šu-um iš-tù ša-am-ší-im ša tù-ṣú-ni lá ta-ša-ra-ni-a-tí,"Say to Puzur-Anna, thus Lamassī and Ah-bāštī: We keep going to the City Hall, but they yield us nothing. There is no way of making profit in the City! Why do you not care for us? Don't you realize that you left us behind in an empty house? We asked Merali for one single shekel of silver, but he did not give it to us. All of us have been toiling, but we are now well. The .'s of Merali, which he brought, he refused to give (us). We will be dead before the winter! Send goods to provide for us with the next caravan! Why is it that since the day you went away you fail to provide for us?"""""
1376,,1379,0,a-na na-áb-sú-in en-um-a-šur ZU-re-i ú a-šur-iš-tí-kál qí-bi₄-ma um-ma iš-ma-a-šur-ma áš-pu-ra-ku-nu-tí um-ma a-na-ku-ma DAM ḫa-lá-bi₄-im me-ta-at mì-ma té-zi-bu pá-ḫi-ra-ma a-na ḫu-ur-ší-im iš-té-en šé-ri-ba-ma ki-ma i-a-tí ku-un-kà áš-ta-na-me-ma ma-ma-na am-tám a-na a-ḫa-zi-im i-za-az ša-i-lá-ma lu DUMU a-šur lu nu-a-um ší-be-e šu-uk-na-šu-um lá e-ḫa-sí mì-ma té-zi-bu lu ba-áb-tám ṣa-bi₄-sí a-ḫu-ú-a a-tù-nu i-iḫ-da <gap> a-wi-lum KÙ.BABBAR ma-dam i-ta-ba-al bu-lá-tí-a šar-ší-a-ni,"Say to Nab-Suen, Ennam-Aššur, Suen-rē'ī, and Aššuriš-tikal, thus Išme-Aššur: I wrote you as follows: 'The wife of hali-abum is dead. Collect everything she left behind and bring it into one single storeroom and seal it in my name'. I hear by rumor that somebody intends to marry the maid. Make inquiries and whether it is an Assyrian or an Anatolian, set witnesses against him. He shall not marry her! Seize everything she left behind, also outstanding claims. Please, my brothers, take care, (for) the man may take along a lot of silver. Make me obtain my assets!"""""
