,row_index,segment_idx,akk,eng
11,11,0,šu-ma a-šur-ta-ak-lá-ku na-ru-qám a-na en-nam-a-šur i-tí-dí-in i-na 1 GÚ 2 ma-na KÙ.BABBAR ša ṭup-pì-šu ḫa-ar-mì-im ša en-nam-a-šur 2 ma-na KÙ.BABBAR i-lá-qé-ma 3 ma-na KÙ.GI iš-tí um-me-a-ni-šu šu-mì pu-šu-ki-in i-lá-pá-at šu-ma a-šur-ta-ak-lá-ku qá-sú im-ta-ḫa-aṣ <gap>-20 ma-na KÙ.BABBAR ki-ma 10 ma-na KÙ.GI iš-tù ḫa-muš-tim ša i-dí-a-šur ù i-ku-nim a-na 46 ḫa-am-ša-tim pu-šu-ki-in a-na en-nam-a-šur i-da-an-ma na-ru-uq en-nam-a-šur a-li ṭá-bu-šu-ni pu-šu-ki-in ú-šé-ra-áb šu-ma pu-šu-ki-in na-ru-qám a-na en-nam-a-šur lá i-tí-dí-in 10 ma-na KÙ.BABBAR ṣa-ru-pá-am pu-šu-ki-in a-na en-nam-a-šur i-ša-qal šu-ma en-nam-a-šur qá-tám im-ta-ḫa-aṣ 10 ma-na KÙ.BABBAR ṣa-ru-pá-am a-na pu-šu-ki-in i-ša-qal ta-aḫ-sí-is-tum a-ni-tum me-ḫi-ir ṭup-pì-im ḫa-ar-mì-im ša ku-nu-uk pu," If Aššur-taklāku has given a joint-stock investment to Ennam-Aššur, then he will receive 2 minas of silver out of the 1 talent 2 minas of silver in his certified tablet, belonging to Ennam-Aššur, and he will write down 3 minas of gold in the name of Pūšu-kēn with his other investors. If Aššur-taklāku has refused him, then Pūšu-kēn will give 40? minas of silver, representing 10 minas of gold, within 46 weeks reckoned from the week of Iddin-Aššur and Ikūnum, and Pūšu-kēn will make Ennam-Aššur's joint-stock investment enter wherever it is favourable for him. If Pūšu-kēn has not given a joint-stock investment to Ennam-Aššur (in time), Pūšu-kēn must give 10 minas of refined silver to Ennam-Aššur. If Ennam-Aššur has refused, he must pay 10 minas of refined silver to Pūšu-kēn. This memorandum is a copy of a certified tablet sealed by Pūšu-kēn."
12,12,0,KIŠIB a-šur-i-mì-tí DUMU du-dí-ki KIŠIB ú-ṣur-ša-a-šur DUMU a-ku-a KIŠIB a-šur-ba-ni ,"Seal of Aššur-imittī son of Dudiki, seal of Uṣur-ša-Aššur son of Akuwa, seal of Aššur-bāni,"
13,13,0,kà-al-bi₄-im 15 ma-na URUDU ší-kam a-na šu-mì en-um-a-šur DUMU šál-ma-a-šur a-na ta-áp-ḫi-ri-im áš-qúl," the dog"". I paid 15 minas of -copper to the temple-funds on behalf of Ennam-Aššur son of Šalim-Aššur."""
14,14,0,KIŠIB ba-zi-a ,"Seal of Baziya,"
15,15,0,šu-ḫu-bur ù ku-ul-ma-ku-ul-ma na-áš-pé-er-tí ma-ma-ḫi-ir ša 3 ma-na KÙ ú-šé-ru-šu-nu-tí-ni, Šu-hubur and Kulma-kulma; Missive from Man-mahir stating that I released 3 minas of silver to them.
16,16,0,a-na ku-li-a DUMU a-lá-bi₄-im ḫa-nu-nu DUMU en-um-a-šur ú-ṣur-ša-a-šùr DUMU PÚZUR-a-šur ú a-šur-lá-ma-sí DUMU a-šur-na-da ,"To Kuliya, son of Ali-abum, Hanunu, son of Ennum-Assur, Usur-sa-Assur, son of Puzur-Assur and Assur-lamassi, son of Assur-nada, "
17,17,0,KIŠIB pì-lá-aḫ-IŠTAR DUMU a-šur-na-da,seal of Pilah-Istar son of Assur-nada.
18,18,0,KIŠIB pí-la-aḫ-IŠTAR DUMU i-bi₄-sú-a KIŠIB šu-ma-li-bi₄-a-šur DUMU ku-ús-ku-sí-im KIŠIB en-na-sú-in DUMU a-mur-{d}UTU KIŠIB a-al-DU₁₀ DUMU a-mur-{d}UTU ,"Seal of Pilah-Ištar, son of Ibisua, seal of Šumma-libbi-Aššur, son of Kuskusum, seal of Ennam-Suen, son of Amur-Šamaš, seal of Āl-ṭāb, son of Amur-Šamaš,"
19,19,0,ša ḫu-bu-ul en-na-sú-in ù a-al-DU₁₀ me-er-e a-mur-{d}UTU 3.5 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pu-um iš-tù ḫa-mu-uš-tim ša a-šùr-i-mì-tí ù a-mur-IŠTAR a-na 1 ma-na-im 2 GÍN.TA i-na ITU.KAM ṣí-ib-tám ú-ṣú-bu KÙ.BABBAR i-na qá-qá-ad šál-mì-šu-nu ra-ki-is ITU.KAM ša sà-ra-tim li-mu-um ša i qá-té sú-kà-lí-a il-qé-ú," (to the effect) that the debtof Ennam-Suen andĀl-ṭāb, sons of Amur-Šamaš, is 3.5 minas 5 shekels of refined silver. From the week of Aššur-imittī and Amur-Ištar they will add per 1 mina2 shekels per month as interest.For the silver they are jointly liable. Month II,eponymy of the one who took over from Sukkalliya."
20,20,0,KIŠIB en-na-nim DUMU šu-bé-lim KIŠIB ú-ṣú-ur-ša-a-šur DUMU a-mur-i-a ,"Seal of Ennānum son of Šu-Bēlum, seal of Uṣur-ša-Aššur son of Amurriya."
21,21,0,13.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-na ṣé-er ú-ṣú-ur-ša-a-šur DUMU a-mur-i-a i-ri-šum i-šu iš-tù ḫa-mu-uš₁₀-tim ša a-šur-i-mì-tí ù a-mur-IŠTAR 0.3333 GÍN.TA i-na ITU.KAM ú-ṣa-áb, Uṣur-ša-Aššur son of Amurriya owes 13.5 shekels of refined silver to Irišum. Reckoned from the week of Aššur-imittī and Amur-Ištar he must add interest at the rate 0.3333 shekel per month.
22,22,0,KIŠIB šu-bé-lim DUMU ku-zi-zi-a ,Seal of Šu-Bēlum son of Kuziziya;
23,23,0,a-na a-la-ḫi-im DUMU a-dí-la-at DUMU a-ta-a a-ḫi a-ta a-na a-wa-at ṭup-pí-im i-ḫi-id-ma iš-tí a-zu-ú tí-ir-ta-kà le-zi-ba-am," to Ali-ahum son of Adad-ellat, (grand)son of Ataya. My dear brother, pay heed to the words of the letter and let your message be left with Azu."
24,24,0,KIŠIB a-mur-{d}UTU DUMU mì-šu-ra-bi KIŠIB na-bi-sú-in DUMU {d}AB-ba-ni KIŠIB i-ku-pí-a-šùr DUMU šu-IŠTAR ,"Seal of Amur-Šamaš son of Miššu-rabi, seal of Nabi-Suen son of Illil-bāni, seal of Ikūn-pī-Aššur son of Šu-Ištar."
25,25,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in, The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.
26,26,0,KIŠIB kà-ri-im ,Seal of the
27,27,0,kà-ni-iš ṣa-ḫe-er GAL kà-ru-um kà-ni-iš ṣa-ḫe-er GAL dí-nam i-di-in-ma <gap> ma-na KÙ.BABBAR be-ú-lá-at zi-ki-im a-na a-šùr-i-dí ir-ma-a-šùr i-ša-qal," Kanesh colony in plenary session. The Kanesh colony in plenary session passed the following verdict: <gap> mina of silver, the working capital of Zikum to Aššur-idī Ir'am-Aššur shall pay."""""
28,28,0,KIŠIB šu-nu-nu DUMU a-mur-IŠTAR ,Seal of Šu-Nūnu son of Amur-Ištar.
29,29,0,ṭup-pu-um ša ší-bu-tí-a ša IGI šu-ga-ri-a-im ša a-šùr wa-bar-tum ša ša-mu-ḫa i-dí-ni-ma ṭup-pá-am a-dí-in," Tablet with my testimony before the šugarri'ā'um of Aššur. The Šamuha station gave me, and I gave the tablet."
30,30,0,KIŠIB a-ku-za DUMU šu-a-nim KIŠIB ú-ra-a DUMU ma-na-na KIŠIB a-šur-ba-ni DUMU ša-lim-a-šùr ,"Seal of Akuza son of Šu-Anum, seal of Uraya son of Manana, seal of Aššur-bāni son of Šalim-Aššur."
31,31,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in, The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.
32,32,0,a-na a-lá-ḫi-im ,To Ali-ahum; 
33,33,0,KIŠIB a-mur-ša-ra-sà ,seal of Amur-šarrassa.
34,34,0,KIŠIB DINGIR.SIPA DUMU a-ta-a KIŠIB šu-lá-ba-an DUMU ib-ni-lí KIŠIB PUZUR₄-a-bé-eḫ DUMU {d}a-šur-{d}UTU-ši ,"Seal of Ilī-rē'ī, son of Ataya, seal of Šu-Labān, son of Ibni-ilī, seal of Puzur-Abeh, son of Aššur-šamšī,"
35,35,0,KIŠIB šu-nu-nu DUMU a-mur-IŠTAR KIŠIB zu-zu DUMU en-um-ì-lí KIŠIB {d}MAR.TU-ba-ni DUMU šu-la-áb-ra-at ,"Seal of Šu-Nūnu son of Amur-Ištar, seal of Zuzu son of Ennam-ilī, seal of Amurrum-bāni son of Šu-Ilabrat."
36,36,0,8 GÍN KÙ.BABBAR i-na ṣé-er {d}MAR.TU-ba-ni i-ri-šu-um i-šu a-na pá-ḫa-ar ad-ri-im i-ša-qal šu-ma lá iš-qúl 0.3333 GÍN.TA i-na ITU.KAM ú-ṣa-áb li-mu-um ša qá-tí a-mur-a-šur DUMU kà-ri-a, Amurrum-bāni owes 8 shekels of silver to Irišum. He will pay at the gathering of the threshing floor. If he has not paid he will pay interest at the rate 0.3333 shekel per month. Eponymy after that of Amur-Aššur son of Karriya.
37,37,0,KIŠIB ša-qí-il₅ ,Seal of the
38,38,0,da-tim ku-li-a ší-ip-ri-im ša kà-ri-im kà-ni-iš ù kà-ri-im dur₄-ḫu-mì-it a-na kà-ar-kà-ar-ma ù wa-ba-ra-tim a-dí kà-ri-im kà-ni-iš," -payers, of Kuliya, the messenger of Kanesh, and of Durhumit, to every single and the, until Kanesh."
39,39,0,KIŠIB ma-ma-ḫi-ir ,"Seal of Man-mahir,"
40,40,0,dan-a-šur DUMU PUZUR₄-a-šur a-lá-ḫi-im a-ḫi-šu ù šu-IŠTAR DUMU šu-ki-tim a-na en-um-a-šur DUMU ša-lim-a-šur," Dan-Aššur son of Puzur-Aššur, Ali-ahum his brother and Šu-Ištar son of Šukkutum; to Ennam-Aššur son of Šalim-Aššur."
41,41,0,KIŠIB ṣí-lu-uš-da-gan KIŠIB a-šùr-ba-ni DUMU i-dí-a-bi-im KIŠIB i-dí-a-bi-im DUMU a-šùr-ba-ni ,"Seal of Ṣilluš-Dagān, seal of Aššur-bāni son of Iddin-abum, seal of Iddin-abum son of Aššur-bāni."
42,42,0,20 ma-na URUDU ma-sí-am i-ṣé-er i-dí-a-bi-im DUMU a-šùr-ba-ni ma-ma-ḫi-ir i-šu ITU.KAM ku-zal-li li-mu-um bu-zu-ta-a a-na ša-na-at i-ša-qal šu-ma lá iš-qú-ul a-na 10 ma-na-e 1 ma-na.TA i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb," Iddin-abum son of Aššur-bāni owes 20 minas of washed copper to Man-mahir. Month Kuzallu, eponymy Buzutaya. He will pay within a year. If he has not paid he will pay interest at the rate 1 mina per 10 minas per month."
43,43,0,KIŠIB šu-mì-a-bi-a DUMU zu-zu-ú KIŠIB lá-ba-na-da DUMU i-dí-sú-en₆ KIŠIB a-šùr-DU₁₀ DUMU e-na-ma-nim ,"Seal of Šumi-abiya, son of Zuzū, seal of Labān-nādā, son of Iddin-Suen, seal of Aššur-ṭāb, son of Ennamānum."
44,44,0,1 GÚ AN.NA ku-nu-ki ša a-lim{ki} i-ṣé-er a-šur-DU₁₀ a-ḫu-qar i-šu i-tù-a-ar DINGIR-šu-GAL ṣú-ḫa-ri-im ša a-šur-DU₁₀ iš-tù a-lim{ki} i-na ri-i-iš AN.NA 5 GÚ URUDU SIG₅ ma-sí-am ša-bu-ra-am a-na a-šur-DU₁₀ a-ḫu-qar i-ša-qal 1 GÚ AN.NA-ak-šu a-ḫu-qar i-lá-qé," 1 talent of tin with seals of the city, Aššur-ṭāb owes to Ahu-waqar.When Ilšu-rabi, the servant of Aššur-ṭab, returns fromthe city, immediately when (he receives) the tin, 5 talents of refined copper of good quality, in pieces, Ahu-waqar will pay to Aššur-ṭāb (and) Ahu-waqar will get his 1 talent of tin."
45,45,0,a-na lu-zi-na DUMU a-šùr-ba-ni a-dí-da DUMU wa-ar-dí-i-li-šu ù a-lá-ḫi-im DUMU šál-ma-a-šùr ,"To Luzina son of Aššur-bāni, Adida son of Warad-ilišu and Ali-ahum son of Šalim-Aššur; "
46,46,0,KIŠIB en-na-sú-in DUMU i-dí-a-bi-im,seal of Enna-Suen son of Iddin-abum.
47,47,0,KIŠIB a-šur-{d}UTU-ši DUMU šu-IŠTAR KIŠIB a-šur-lá-ma-sí KIŠIB dan-a-šur DUMU ku-sú-sà-ri-im ,"Seal of Aššur-šamšī, son of Šu-Ištar, seal of Aššur-lamassī, seal of Dān-Aššur, son of Kususārum."
48,48,0,<gap> ma-na KÙ ṣa-ru-pá-am i-ṣé-er a-šur-lá-ma-sí la-ma-sà-tum tí-šu iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR ù ì-lí-iš-ta-kál a-na 4 ITU.KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb," <gap> mina of refined silver Aššur-lamassī owes to Lamassutum. From the week of Kurub-Ištar and Iliš-tikal he will pay in 4 months. If he does not pay, he will add interest in accordance with the regulation of the colony."
49,49,0,KIŠIB bé-lí-a DUMU DINGIR-kur-ub KIŠIB ša-lim-a-šur DUMU {d}IM.SIG₅ KIŠIB a-lá-ḫi-im DUMU šu-ku-bi-im KIŠIB DU₁₀-pí-a-šùr DUMU a-lá-ḫi-im KIŠIB {d}UTU-a-bi DUMU sú-sà-nim ,"Seal of Bēliya son of Ilī-kurub, seal of Šalim-Aššur son of Adad-damiq, seal of Ali-ahum son of Šu-Kūbum, seal of Ṭāb-pī-Aššur son of Ali-ahum, seal of Šamaš-abī son of Sūsānum."
50,50,0,2 GÚ URUDU ma-sí-am ša DU₁₀-pí-a-šùr ki-ma {d}UTU-a-bi a-na lu-zi i-dí-nu-ma ṭup-pá-am ša lu-zi DU₁₀-pí-a-šur iḫ-ri-mu um-ma DU₁₀-pí-a-šùr-ma šu-ma URUDU i-na kà-ni-iš{ki} {d}UTU-a-bi ša ki-ma ku-a-tí il₅-qé-ú a-na 1 GÚ URUDU ma-sí-im ša tal-qé-ú 2 ma-na KÙ.BABBAR ta-ša-qal DU₁₀-pí-a-šur ù {d}UTU-a-bi ša-bu-ú ṭup-pu-um ša 2 ma-na KÙ.BABBAR ša ta-ar-ki-is-tí lu-zi ša e-li-a-ni sà-ar," As to the 2 talents of washed copper that Ṭāb-pī-Aššur gave to Luzi on behalf of Šamaš-abī, and for which Ṭāb-pī-Aššur certified a tablet for Luzi: Ṭāb-pī-Aššur said: If your representatives have received the copper in Kanesh (from) Šamaš-abī, you must pay 2 minas of silver for every talent of washed copper."" Ṭāb-pī-Aššur and Šamaš-abī have been satisfied. Any tablet concerning 2 minas of silver from the contract of Luzi that may appear will be invalid."""
51,51,0,KIŠIB a-mur-{d}UTU DUMU mì-šar-GAL KIŠIB la-qé-pí-im DUMU {d}AB-ba-ni KIŠIB e-la-ma DUMU i-dí-sú-in ,"Seal of Amur-Šamaš, son of Mīšar-rabi, seal of Lā-qēpum, son of Ellil-bāni, seal of Elamma, son of Iddin-Suen,"
52,52,0,ša ḫu-bu-ul e-la-ma DUMU i-dí-sú-in 0.5 ma-na 6 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er e-la-ma im-dí-lúm i-šu ITU.KAM kán-wár-ta li-mu-um i-dí-a-šùr DUMU ku-bi-dí um-ma e-la-ma-ma 1 ma-na 6 GÍN KÙ.BABBAR-áp-kà a-mur-IŠTAR il₅-qé e-la-ma a-na im-dí-lim a-mur-IŠTAR ú-kà-an-ma šu-ma i li-bi a-mur-IŠTAR lá uk-ta-in KÙ.BABBAR ù ṣí-ba-sú e-la-ma a-na im-dí-lim i-ša-qal," about the debt of Elamma son of Iddin-Suen. 1 mina 6 shekels of refined silver Elamma owes to Imdī-ilum. Month IX, epoynmy of Iddin-Aššur, son of Kubīdi. Elamma said: 'Your 1 mina 6 shekels of silver Amur-Ištar has collected'. Elamma shall confirm Amur-Ištar (as having it) to Imdī-ilum and if he does not confirm that Amur-Ištar has it, Elamma will pay the silver and its interest to Imdī-ilum."
53,53,0,KIŠIB šu-ku-bi₄-im DUMU qá-a-tim KIŠIB a-lá-ḫi-im DUMU a-šur-ma-lik KIŠIB ku-na-a DUMU ma-na-na ,"Seal of Šu-Kūbum, son of Qa'atum, seal of Ali-ahum, son of Aššur-mālik, seal of Kunnāya, son of Manana."
54,54,0,a-na gám-ri-im ù ḫu-lu-qá-e ša ILLAT ì-lí-a-lim a-na mì-ma šu-um-šu ku-na-a a-na e-lá-ma ú-lá i-tù-ar a-na 30 ma-na AN.NA ša ku-na-a a-na ILLAT ì-li-a-lim nu-du-a-e i-dí-ú qá-de₈ ILLAT-ma a-na a-wi-tí-šu i-za-sú-um," For expenses and losses of the caravan of Ilī-ālum, whatsoever, Kunnāya shall not raise claim against Elamma. As for the 30 minas of tin, for which Kunnāya served Ilī-ālum's caravan a notice, it will belong to him together with (the other members of) the caravan according to its declared value."
55,55,0,KIŠIB MAN-a-šur ,Seal of Puzur-Aššur;
56,56,0,a-na a-nu-<gap>-an, to Anu<gap>
57,57,0,KIŠIB a-lu-lá-a DUMU a-li-a KIŠIB a-šur-pì-lá-aḫ DUMU šu-a-nim ,"Seal of Alulāya, son of Aliya, seal of Aššur-pilah, son of Šu-Anum."
58,58,0,a-mur-IŠTAR ú en-um-a-šur iṣ-bu-tù-ni-a-tí-ma dí-šu-nu ni-dí-ma i-ta-ma a-mur-IŠTAR i-na šu-ga-ri-e ša a-šur ṭup-pá-am en-um-a-šur ša be-ú-lá-at a-bi₄-šu IGI be-lá-nim ú ma-ṣí-ì-lí DUMU bu-zu-zi-im lá ú-kà-li-mu-ma i-ta-ma-ma ú en-um-a-šur ṭup-pá-am ša ku-nu-ki-šu en-um-a-šur a-na a-mur-IŠTAR i-dá-an ša ki-ma a-na be-ú-lá-at a-šur-i-mì-tí me-er-at e-lá-ma ú me-er-ú e-lá-ma a-na a-mur-IŠTAR lá i-tù-ru-ni ITU.1.KAM be-el-té-É.GAL-lim li-mu-um ša qá-té en-na-ma-nim a-wi-lu a-ni-ú-tum da-a-a-nu," Amur-Ištar and Ennam-Aššur seized us and we passed for them the following verdict: Amur-Ištar will swear by the -emblem of Aššur that Ennam-Aššur did not show him the contract of the working capital of his father in the presence of Bēlānum and Maṣi-ilī, son of Buzuzum, and then, when he swears, Ennam-Aššur will give Amur-Ištar a tablet with his seal stating that the daughter of Elamma and the sons of Elamma will not raise claims against Amur-Ištar. Month I, eponymy of the successor of Ennamānum. The above mentioned men were judges."
59,59,0,a-na ku-da-tim ,To Kudātum; 
60,60,0,KIŠIB na-áb-sú-in ù en-um-a-šùr,seal of Nāb-Suen and Ennam-Aššur.
61,61,0,KIŠIB a-na-na ,Seal of Abela;
62,62,0,a-na ili₅-ba-ni ú ki-li-il₅-zu-um, to Ilī-bāni and Kililsum.
63,63,0,KIŠIB a-šùr-i-mì-tí KIŠIB šu-a-nim KIŠIB i-dí-a-bi-im ,"Seal of Aššur-imittī, seal of Šu-Anum, seal of Iddin-abum."
64,64,0,ša 14 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-mur-IŠTAR i-šu-ú iš-tù ḫa-mu-uš-tim ša da-la-áš ù du-ùḫ-ni-iš a-na 43 ḫa-am-ša-tim i-ša-qal šu-ma i-na ma-lá u₄-me-šu lá iš-qúl 1.5 GÍN.TA i ITU.1.KAM a-1 ma-na-im ú-ṣa-áb i-na KÙ a-nim 5 0.6666 ma-na 5 GÍN ša a-šùr-e-mu-qí i-šé-ra-tim wa-ar-ki-a-tim i-ma-ar, Concerning 14 minas of refined silver that Iddin-abum owes to Amur-Ištar. Reckoned from the week of Dalaš and Duhniš he must pay within 43 weeks. If he has not paid within the stipulated term he must pay interest at the rate 1.5 shekel per month per mina. Of this silver 5.6666 minas 5 shekels belong to Aššur-emūqi. He will await the coming . 
65,65,0,KIŠIB du-šu-ba KIŠIB šu-ni-il₅-ga KIŠIB ší-li-ú-ma-an KIŠIB tal-ḫa-ma KIŠIB šar-bu-nu-a KIŠIB kà-áš-ší KIŠIB ga-dí-na ,"Seal of Dušuba, seal of Šunilga, seal of Šiliuman, seal of Talhama, seal of Šarbunuwa, seal of Kašši, seal of Gadina."
66,66,0,am-tám ku-zi-zi du-šu-ba ú šu-ni-il₅-ga a ší-mì-im i-dí-nu-ma 15 GÍN KÙ.BABBAR lá-ma-sú-tum ta-áš-qú-ul-ma am-tám ku-zi-zi ta-áš-am šu-ma um-ma du-šu-ba-ma ù šu-ni-il₅-ga-ma a-ma-at-ni ni-ta-ru 0.5 ma-na KÙ.BABBAR i-ša-qú-lu-ma am-tám i-ta-ru šu-ma ma-ma-an i-tù-ra-am um-ma šu-ut-ma am-tum i-a-tum du-šu-ba ú šu-ni-il₅-ga ú É-sú-nu a-da-ga-al šu-ma KÙ.BABBAR-pì lá i-ta-ad-nu-nim am-tum ku-zi-zi am-tí ù a ší-mì-im a-da-ší," The slave-girl Kuzizi Dušuba and Šunilga sold her and 15 shekels of silverLamassutum paid and bought the slave-girl Kuzizi. If Dušuba and Šunilga say: We want to take our slave-girl along"", they will pay 0.5 mina of silver and then they can take the slave-girl along. If anybody vindicates her, saying: ""The slave-girl is mine!"" then I have a claim on Dušuba and Šunilga and their house. Should they not give me my silver then the slave-girl Kuzizi is my slave-girl and I can sell her."""
67,67,0,KIŠIB a-šùr-e-mu-qí KIŠIB en-nam-a-šur KIŠIB i-dí-a-bi-im ,"Seal of Aššur-emūqi, seal of Ennam-Aššur, seal of Iddin-abum."
68,68,0,ša ḫu-bu-ul i-dí-a-bi-im <gap> KÙ.BABBAR ṣa-ru-pá-am a-na a-lá-ak šu-{d}EN.LÍL i-ša-qal šu-ma lá iš-qú-ul a-na ma-na-im 1.5 GÍN.TA i-na ITU.KAM ú-ṣa-áb ša a-šùr-ma-lik <gap>," Concerning Iddin-abum's debt. <gap> he will pay refined silver before Šu-Illil arrives. If he has not paid, he will pay interest at the rate 1.5 shekel per mina per month. Concerning Aššur-malik."
69,69,0,KIŠIB šu-mì-a-bi₄-a DUMU a-ba-ra-a KIŠIB en-na-nim DUMU šu-ḫu-bur KIŠIB PUZUR₄.IŠTAR DUMU a-šùr-ták-lá-ku ,"Seal of Šumi-abia, son of Abaraya, seal of Ennānum, son of Šu-hubur, seal of Puzur-Ištar, son of Aššur-taklāku."
70,70,0,3 <gap> KÙ.BABBAR ṣa-ru-pá-am a-na PUZUR₄.IŠTAR a šu-mì ir-ma-a-šùr a-šùr-DU₁₀ iš-qú-ul a-na mì-ma šu-um-šu PUZUR₄.IŠTAR a-na ir-ma-a-šùr lá i-tù-ar iš-tù ḫa-muš-tim ša kur-ub-IŠTAR ITU.KAM ša sá-ra-tim li-mu-um ša qá-tí en-na-sú-en₆," 3.6666? shekels of refined silver Aššur-ṭāb paid to Puzur-Ištar in the name of Ir'am-Aššur. Puzur-Ištar will not come back for anything, whatsoever, on Ir'am-Aššūr. From the week of Kurub-Ištar, month III of the eponymy of the successor of Ennam-Suen"
71,71,0,KIŠIB ku-zi-zi-a ,Seal of Kuziziya;
