,row_index,segment_idx,akk,eng
13,319,1,KIŠIB PUZUR₄-tí-a-am-tim KIŠIB a-šur-i-mì-tí DUMU a-ta-a KIŠIB ú-ṣur-ša-a-šur DUMU a-šur-ma-lik KIŠIB a-da-da DUMU {d}IM.GAL KIŠIB a-šur-DU₁₀ DUMU sá-da-a ,"Sealed by Puzur-Ti'amtum, by Aššur-imittī son of Ataya, by Uṣur-ša-Aššur son of Aššur-malik, by Adada son of Adad-rabi, by Aššur-ṭāb son of Sadaya."
14,319,2,ša 4 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ú-ṣur-ša-a-šur ù a-šur-DU₁₀ ša-lim-a-šur i-šu-ú iš-tù ḫa-mu-uš-tim ša ma-nu-ki-a-šur ù i-ku-nim a-na 6 ḫa-am-ša-tim i-ša-qú-lu šu-ma lá iš-qú-lu 1.5 GÍN.TA i-na ITU.KAM-im a-na ma-na-im ú-ṣú-bu KÙ.BABBAR i-na qá-qá-ad šál-mì-šu-nu ra-ki-is, Concerning the fact that Uṣur-ša-Aššur and Aššur-ṭāb owe 4 minas of refined silver to Šalim-Aššur. Reckoned from the week of Mannu-kī-Aššur and Ikūnum they must pay within 6 weeks. If they have not paid (in time) they will add interest at the rate 1.5 shekel per month per mina. They are jointly responsible for the silver.
15,324,0,a-na šál-ma-a-šur ,To Šalim-Aššur; 
16,324,1,KIŠIB ma-ma-ḫi-ir,sealed by Man-mahir.
17,324,2,,
18,339,0,,
19,339,1,KIŠIB lá-qé-ep DUMU {d}AB-ba-ni KIŠIB a-ku-za DUMU šu-a-nim ,"Sealed by Lā-qēp son of Illil-bāni, by Akuza son of Šu-Anum."
20,339,2,ṭup-pu-um ša ba-áb DINGIR ša IGI GÍR ša a-šùr ša ší-bu-tí-ni," The tablet from the Gate of the God from before Aššur's dagger, with our testimony. "
21,354,0,,
22,354,1,KIŠIB en-na-nim DUMU a-lá-bi₄-im KIŠIB a-gi-a DUMU PUZUR₄-a-šùr ,"Sealed by Ennānum son of Ali-abum, by Agiya son of Puzur-Aššur;"
23,354,2,{d}IM.GAL DUMU bu-zi tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in, Adad-rabi son of Buzi was our (absent) partner. The Kanesh colony gave us for these proceedings and we gave a tablet with our testimony before Aššur's dagger. 
24,368,0,,
25,368,1,KIŠIB MAR.TU-ba-ni DUMU ma-na-na KIŠIB ú-ra-a ŠEŠ-šu KIŠIB ḫa-da-a DUMU kà-ra-wa KIŠIB a-na-aḫ-DINGIR DUMU ḫi-šar KIŠIB a-da-da DUMU {d}IM.GAL KIŠIB da-ak-ni-iš KIŠIB ḫu-ra-ta KIŠIB PUZUR₄.IŠTAR KIŠIB i-dí-{d}UTU ,"Sealed by Amurrum-bāni son of Manana, by Uraya his brother, by hadaya son of Karawa, by Anah-ilī son of hišar, by Adada son of Adad-rabi, by Dakniš, by hurata, by Puzur-Ištar, by Iddin-Šamaš, the sons of Dalaš."
26,368,2,me-er-e da-la-áš a-na 9 ma-na KÙ.BABBAR ša É ḫa-ar-ta ù 10 ma-na KÙ.BABBAR ša ḫa-al-ki-a-šu ù kà-ri-a me-er-ú da-la-áš a-na ša-lim-a-šùr ù me-er-e-šu ú-lá i-tù-ru GÍR ša a-šùr ú-ta-me-šu," For the 9 minas of silver from harta's house and the 10 minas of silver from halkiaššu and Karriya, sons of Dalaš, they must not raise claims against Šalim-Aššur and his sons. I / he made him swear by Aššur's dagger. "
27,380,0,,
28,380,1,KIŠIB šál-ma-a-šur ,Sealed by Šalim-Aššur;
29,380,2,a-na i-dí-a-bi-im ù en-na-nim <gap>, to Iddin-abum and Ennānum <gap>
30,453,0,,
31,453,1,KIŠIB a-ku-za DUMU šu-a-nim KIŠIB lá-qé-ep DUMU {d}AB-ba-ni KIŠIB ṣí-lu-lu DUMU ú-ku ,"Sealed by Akuza son of Šu-Anum, by Lā-qēp son of Illil-bāni, by Ṣilūlu son of Uku."
32,453,2,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr i-na ba-áb DINGIR ṭup-pá-am ni-dí-in, The Kanesh colony gave us for these proceedings and we gave a tablet before Aššur's dagger in the Gate of the God. 
33,508,0,,
34,508,1,KIŠIB ša-lim-a-šùr DUMU i-sú-rik₁₃ ,Sealed by Šalim-Aššur son of Issu-arik;
35,508,2,a-na en-um-a-šùr DUMU ú-zu-a ḫa-na-a i-dí-ku-bi₄-im a-šur-i-mì-tí DUMU du-dí-ki en-um-a-šùr ù a-lá-ḫi-im," to Ennam-Aššur son of Uzuwa, hannaya, Iddin-Kūbum, Aššur-imittī son of Dudiki, Ennam-Aššur and Ali-ahum."
36,572,0,,
37,572,1,KIŠIB ú-ra-a DUMU ma-na-na KIŠIB ì-lí-dan DUMU i-dí-a-šur KIŠIB ma-nu-um-ba-lúm-a-šur DUMU ib-ki-im ,"Sealed by Uraya son of Manana, by Ilī-dan son of Iddin-Aššur, by Mannum-balum-Aššur son of Ibkum."
38,572,2,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in, The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
39,610,0,a-na en-um-a-šur DUMU šál-ma-a-šur ,To Ennam-Aššur son of Šalim-Aššur; 
40,610,1,KIŠIB a-na-a-na,sealed by Anna-anna.
41,610,2,,
42,641,0,a-na en-nam-a-šur i-ku-nim DUMU e-lá-lí ù am-ur-IŠTAR DUMU <gap> ,"To Ennam-Aššur, Ikūnum son of Elāli and Amur-Ištar son of <gap>; "
43,641,1,KIŠIB a-šùr-ma-lik DUMU i-ku-pì-a,sealed by Aššur-malik son of Ikūn-pīya.
44,641,2,,
45,642,0,a-na šu-a-nim DUMU ḫa-da-a ,To Šu-Anum son of hadaya; 
46,642,1,KIŠIB sà-ak-li-a,sealed by Sakliya.
47,642,2,,
48,661,0,,
49,661,1,KIŠIB šu-ku-bi-im DUMU a-šùr-i-dí KIŠIB i-dí-IŠTAR DUMU a-šùr-i-dí ,"Sealed by Šu-Kūbum son of Aššur-idī, by Iddin-Ištar son of Aššur-idī;"
50,661,2,sú-in-na-da DUMU en-um-a-šùr tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš ṣa-ḫe-er GAL i-dí-ni-a-tí-ma ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in," Suen-nādā son of Ennam-Aššur was our (absent) partner. The plenary assembly of the Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger. "
51,684,0,,
52,684,1,KIŠIB en-na-nim DUMU a-la-bi-im KIŠIB dan-a-šùr DUMU ir-nu-id KIŠIB bu-zu-a DUMU a-šùr-DU₁₀ KIŠIB a-du-da DUMU zu-ú-a ,"Sealed by Ennānum son of Ali-abum, by Dan-Aššur son of Irnuid, by Buzuwa son of Aššur-ṭāb, by Aduda son of Zuwa."
53,684,2,ša 7 ma-na 7 GÍN AN.NA ša ni-ip-lá-tim ša ku-zi-a a-na ILLAT-tim ḫa-bu-lu AN.NA dan-a-šùr iš-qú-ul 7 GÍN.TA 1 ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am i-na KÙ.BABBAR-áp im-dí-dan iš-tí šál-ma-a-šùr dan-a-šùr il₅-qé šu-ma ša ki-ma im-dí-dan ù ku-zi-a a-na šál-ma-a-šùr a-na 7 ma-na 7 GÍN AN.NA i-tù-ru dan-a-šùr DUMU ir-nu-id ú-ba-áb-šu ITU.1.KAM ša sà-ra-tim li-mu-um i-dí-a-bu-um," Concerning the 7 minas 7 shekels of tin from the balance payment that Kuziya owes to the caravan - Dan-Aššur has paid the tin. Reckoned at the rate 1:7 Dan-Aššur has received 1 mina 10 shekels of refined silver from Imdī-dan's silver from Šalim-Aššur. If Imdī-dan's representatives and Kuziya claim the 7 minas 7 shekels of tin from Šalim-Aššur, Dan-Aššur son of Irnuid will clear him. Month Ša-sarrātim, eponymy Iddin-abum. "
54,740,0,,
55,740,1,KIŠIB a-ku-za DUMU šu-a-nim KIŠIB MAR.TU-ba-ni DUMU ma-na-na KIŠIB lá-qé-ep DUMU PUZUR₄.IŠTAR ,"Sealed by Akuza son of Šu-Anum, by Amurrum-bāni son of Manana, by Lā-qēp son of Puzur-Ištar."
56,740,2,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in i-tur₄-DINGIR DUMU a-mur-IŠTAR tap-pá-i-ni, § The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Itūr-ilī son of Amur-Ištar was our (absent) partner. 
57,747,0,,
58,747,1,KIŠIB a-lu-lá-a ,Sealed by Alulaya;
59,747,2,a-na en-nam-a-šur, to Ennam-Aššur.
60,778,0,,
61,778,1,KIŠIB a-ku-za KIŠIB la-li-im KIŠIB šu-ku-bi-im DUMU a-zu KIŠIB a-šùr-i-mì-tí DUMU i-ku-pì-IŠTAR KIŠIB i-tur₄-DINGIR DUMU a-mur-IŠTAR ,"Sealed by Akuza, by Lalum, by Šu-Kūbum son of Azu, by Aššur-imittī son of Ikūn-pi-Ištar, by Itūr-ilī son of Amur-Ištar."
62,778,2,ṭup-pu-um ša ba-áb DINGIR-lim ša ší-bu-tí-šu-nu ša IGI GÍR ša a-šùr, The tablet from the Gate of the God with their testimony from before Aššur's dagger. 
63,912,0,,
64,912,1,KIŠIB tù-ra-mì-ili₅ ,Sealed by Tūram-ilī;
65,912,2,a-na en-um-a-šùr ù šu-ku-bi-im DUMU en-na-ma-nim, to Ennam-Aššur and Šu-Kūbum son of Ennam-Anum.
66,932,0,,
67,932,1,KIŠIB šu-be-lim DUMU i-dí-a-bi₄-im ,Sealed by Šu-Bēlum son of Iddin-abum;
68,932,2,a-na i-ku-nim DUMU {d}UTU-ba-ni e-ni-iš-ta-ri-im ù a-lu-wa," to Ikūnum son of Šamaš-bāni, Eništarum and Aluwa."
69,967,0,,
70,967,1,KIŠIB a-ku-za DUMU šu-a-nim KIŠIB ú-ra-a DUMU ma-na-na KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na KIŠIB la-qé-pì-im DUMU {d}AB-ba-ni KIŠIB i-tur₄-DINGIR DUMU a-mur-IŠTAR ,"Sealed by Akuza son of Šu-Anum, by Uraya son of Manana, by Amurrum-bāni son of Manana, by Lā-qēpum son of Illil-bāni, by Itūr-ilī son of Amur-Ištar."
71,967,2,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ša ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in, § The Kanesh colony gave us for these proceedings and we gave a tablet with our testimony before Assur's dagger. 
72,997,0,,
73,997,1,KIŠIB la-ma-sí ,Sealed by Lamassī;
74,997,2,a-na en-nam-a-šur ù a-lá-ḫi-im, for Ennam-Aššur and Ali-ahum.
75,1014,0,a-na DAM.GÀR-ri-im ù e-lá-lí ,To the merchant and Elāli; 
76,1014,1,KIŠIB in-ba-a-šùr ,sealed by Inib-Aššur.
77,1014,2,mì-šu ša ma-tí-ma té-er-ta-kà lá i-lá-kam, Why doesn't any message ever come from you?
78,1058,0,a-na šu-{d}EN.LÍL ù a-zu-ú ,To Šu-Illil and Azu; 
79,1058,1,KIŠIB a-mur-IŠTAR,sealed by Amur-Ištar.
80,1058,2,,
81,1059,0,,
82,1059,1,KIŠIB kà-ri-im ,Sealed by the
83,1059,2,ḫa-ḫi-im kà-ru-um dí-nam i-dí-in-ma šu-ma šu-be-lúm ù en-na-sú-in me-er-ú i-dí-a-bi₄-im lá i-li-ku-ú-ma iš-tí šál-ma-a-šùr lá i-na-me-ru-ú-ma a-li i-ma-gu₅-ru-ni lá e-ta-wu-ú lu-qú-tám a-na šál-ma-a-šùr ú-šu-ru-ú a-ba pá-šé-er a-wa-tim," hahhum colony. The colony passed a verdict: If Šu-Bēlum and Enna-Suen, Iddin-abum's sons, do not leave and meet with Šalim-Aššur and do not discuss in order to come to an agreement, then they must release the goods to Šalim-Aššur. Aba was the arbitrator. "
84,1069,0,a-na en-nam-a-šur ,"To Ennam-Aššur, "
85,1069,1,KIŠIB a-lá-ḫi-im ù a-mur-IŠTAR,sealed by Ali-ahum and <gap>-Ištar.
86,1069,2,,
87,1165,0,a-na šál-ma-a-šur ,To Šalim-Aššur; 
88,1165,1,KIŠIB ma-ma-ḫi-ir ,sealed by Man-mahir.
89,1165,2,1.5 ma-na URUDU a-na qá-tí-šu-nu ú-ra-dí, I have added 1.5 mina of copper to their account.
90,1218,0,a-na ma-nu-ki-a-šùr DUMU a-šùr-DU₁₀ ù a-ḫa-tim DUMU ší-na-na-tim ,To Mannu-kī-Aššur son of Aššur-ṭāb and Ahātum daughter(!) of Šinanātum; 
91,1218,1,KIŠIB ú-ṣur-ša-a-šùr DUMU šu-ku-bi₄-im,sealed by Uṣur-ša-Aššur son of Šu-Kūbum.
92,1218,2,,
93,1273,0,,
94,1273,1,KIŠIB ma-ma-ḫi-ir DUMU a-mur-IŠTAR ,Sealed by Man-mahir son of Amur-Ištar;
95,1273,2,a-na en-nu-um-a-šur, to Ennam-Aššur.
96,1312,0,,
97,1312,1,KIŠIB tù-ra-mì-li ,Sealed by Tūram-ilī;
98,1312,2,a-na en-um-a-šùr DUMU ša-lim-a-šùr ú šu-ku-bi-im DUMU e-na-ma-nim, to Ennam-Aššur son of Šalim-ahum and Šu-Kūbum son of Ennam-Anum
99,1346,0,,
100,1346,1,KIŠIB a-šùr-gi-im-li ,Sealed by Aššur-gimlī;
101,1346,2,a-na a-zu-ú iš-ta-aḫ-šu ú ni-wa-lá," to Azu, Ištahšu and Niwala."
102,1402,0,,
103,1402,1,KIŠIB en-na-nim DUMU a-lá-bi₄-im KIŠIB a-šùr-na-da DUMU ir-nu-id KIŠIB kà-ta-tim DUMU ma-la-ba KIŠIB nu-ur-{d}EN.ZU DUMU {d}MUŠ-mu-ta-bíl ,"Sealed by Ennānum son of Ali-abum, by Aššur-nādā son of Irnuid, by Katātum son of Malaba, by Nūr-Suen son of Nirah-muttabbil, by Iddin-Suen son of Ibaya."
104,1402,2,ša ša-lim-a-šùr ù i-dí-sú-in DUMU i-ba-a-a a-na a-wa-at ṭup-pí-im a-ni-im ni-iš a-lim{ki} it-mu-ú-ni-ma a-ḫu-um a-na a-ḫi-im la i-tù-ru," Concerning Šalim-Ašsur and Iddin-Suen son of Ibaya. They swore by the City concerning the words of this tablet, and no one must raise claim against the other."
105,1520,0,,
106,1520,1,KIŠIB šu-ta-mu-zi ,"Sealed by Šu-Tammuzī,"
107,1520,2,e-la-a en-um-a-šùr DUMU e-la-ma ù lá-ma-sí a-na en-um-a-šùr," Elaya, Ennam-Aššur son of Elamma and Lamassī; to Ennam-Aššur. "
108,584,0,a-na ša-lim-a-šùr qí-bi-ma um-ma i-dí-a-bu-um i-tur₄-DINGIR <gap> e-na-aḫ-DINGIR ù en-nam-a-šur-ma a-na É-bé-tí-kà né-ru-ub-ma ṭup-pé-kà ni-ip-té-ma ṭup-pá-am ša ḫu-bu-ul ú-ṣú-ur-ša-a-šur DUMU a-šur-ma-lik ù a-šur-DU₁₀ DUMU sá-da-a nu-šé-li-ma a-na a-bu-a ni-ip-qí-id a-ma me-ḫe-er-šu ší-ta-me ,"To Šalim-Aššur from Iddin-abum, Itūr-ilī, <gap>, Enah-ilī and Ennam-Aššur: We entered your house, opened for your tablets, took out the tablet concerning the debt of Uṣur-ša-Aššur son of Aššur-malik and Aššur-ṭāb son of Sadaya, and entrusted it to Abuwa. Now, listen to the copy: "
109,584,1,KIŠIB PUZUR₄-tí-a-am-tim KIŠIB a-šur-i-mì-tí DUMU e-ta-a KIŠIB ú-ṣú-ur-ša-a-šur KIŠIB a-da-da-DUB.SAR KIŠIB a-šur-DU₁₀ ,"Sealed by Puzur-Ti'amtum, by Aššur-imittī son of Etaya, by Uṣur-ša-Aššur, by Adada, the scribe, and by Aššur-ṭāb."
110,584,2,ša 4 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ú-ṣú-ur-ša-a-šùr ù a-šùr-DU₁₀ ša-lim-a-šur i-šu-ú iš-tù ḫa-muš-tim ša ma-nu-ki-a-šur ù i-ku-nim a-na 6 ḫa-am-ša-tim i-ša-qú-lu šu-ma la iš-qú-lu 1.5 GÍN i-na ITU.1.KAM-im a-na 1 ma-na-im ú-ṣú-bu KÙ.BABBAR i-na qá-qá-ad šál-mì-šu-nu ra-ki-is ú na-áš-pé-ra-tim <gap>-tim <gap> ší-ta-me-ma dí-<gap> a-lim{ki} ù ṭup-pá-am ša 4 ma-na KÙ.BABBAR ša ú-ṣú-ur-ša-a-šùr ù a-šur-DU₁₀ i-na bé-tí-kà nu-šé-li ú a-šu-mì <gap> m," Concerning the fact that Uṣur-ša-Aššur and Aššur-ṭāb owe 4 minas of refined silver to Šalim-Aššur. Reckoned from the week of Mannu-kī-Aššur and Ikūnum they must pay within 6 weeks. If they have not paid (in time) they will add interest at the rate 1.5 shekel per month per mina. They are jointly responsible for the silver."" Also, listen to the missives <gap> and <gap> of the City and the tablet concerning 4 minas of silver concerning Uṣur-ša-Aššur and Aššur-ṭāb we took out of your house. And concerning <gap> nothing is indicated. <gap> of the debt of Aššur-idī son of Sadaya - indeed, you have witnesses against Uṣur-ša-Aššur and Aššur-ṭāb <gap> that they themselves have set witnesses - the witnesses to Aššur-idī's debt, indicate their names in your message so we <gap> against Aššur-ṭāb <gap> whom they chose for service as messenger <gap> of his tablet that he <gap> before Aššur-<gap> The tin and textiles of the tablet witnessed by Amurrum-bāni son of Manana, by Ṣilulu son of Uku, by Aššur-malik son of Ali-ahum and by Adada, the scribe, he <gap> and Aššur-<gap> made precisely us representatives, and those goods have entered Burušhaddum together with his goods, transported by Mannum-<gap>, and he produced 30 minas of silver and we paid within <gap> weeks. <gap> On top of <gap> 26 minas of silver from Aššur-imittī's transport <gap> we paid. (To determine) whether he has written a tablet about the rest of the silver concerning Uṣur-ša-Aššur, we made these witnesses approach and Amurrum-bāni and Aššur-malik opened their mouths and said: ""Since <gap> that has not been indicated for the names of the witnesses, therefore <gap>"" There Ṣilulu <gap> his missive and <gap> to the men <gap> 6 talents <gap> that you gave before them. And if you have <gap> against these men and the earlier men, then confront the City assembly and get a tablet from the City so we can obtain their testimony in the Gate of the God. We sent you Adiya. <gap>the servants we have not <gap>"""
